Θユ繷计-羆计,Θユ繷计-キА秖,Θユ繷计-キА基,砏睫(75そょ)-繷计,砏睫(75そょ)-キА秖,砏睫(75そょ)-キА基,75そょ-繷计,75そょ-キА秖,75そょ-キА基,75()-95(ぃ)-繷计,75()-95(ぃ)-キА秖,75()-95(ぃ)-キА基,95()-115()-繷计,95()-115()-キА秖,95()-115()-キА基,115()-135(ぃ)-繷计,115()-135(ぃ)-キА秖,115()-135(ぃ)-キА基,135()-155(ぃ)-繷计,135()-155(ぃ)-キА秖,135()-155(ぃ)-キА基,155そょ-繷计,155そょ-キА秖,155そょ-キА基,瞊∣贺睫-繷计,瞊∣贺睫-キА秖,瞊∣贺睫-キА基,ㄤ睫-繷计,ㄤ睫-キА秖,ㄤ睫-キА基,紅-繷计,紅-キА秖,紅-キА基,Θユ羆计(ぃ紅)-繷计,Θユ羆计(ぃ紅)-キА秖,Θユ羆计(ぃ紅)-キА基
1640,113.4,75.8,1514,114.68,77.33,27,63.78,32.28,74,90.19,63.24,658,105.53,77.15,649,121.37,78.64,133,140.98,77.5,14,160.75,73.38,5,182.2,59.37,80,93.28,53.09,160,120.7,74.4,1480,112.61,75.97
1100,121.94,77.81,1063,120.85,78,0,0,0,51,89.9,72.04,320,106.5,77.15,503,125.1,78.77,189,142.2,78.29,10,157.4,79.05,15,169.8,79.75,12,128.7,57.33,59,128.3,74.75,1041,121.58,77.99
1929,117.87,77.32,1905,117.28,77.53,2,66,35.51,63,89.98,69.59,790,107.14,77.69,871,123.55,78.34,181,140.83,75.37,22,174.18,66.23,0,0,0,0,0,0,241,121.81,73.21,1688,117.31,77.93
752,133.27,80.98,699,132.58,81.92,0,0,0,5,92.2,71.26,110,109.49,77.99,317,125.82,81.06,186,143.17,83.62,81,168.61,84.94,0,0,0,53,142.33,69.38,29,121.12,74.86,723,133.76,81.2
2147,134.19,79.95,1875,129,80.24,0,0,0,15,91,72.8,277,107.8,78.5,890,125.5,80.3,693,142.8,80.8,259,168.5,80,13,198.2,52,0,0,0,142,129,74.5,2005,134.55,80.32
749,132.85,80.74,693,131.98,82.47,0,0,0,2,86.7,70.77,113,108,76.76,294,125.9,82.77,224,143.7,84.02,60,164.7,83.6,14,183,50.85,42,130.4,65.79,72,114.3,74.34,677,134.82,81.32
2635,126.37,80.36,2565,125.39,80.47,1,74,44.59,21,89.08,71.43,486,108.44,78.58,1472,125.05,80.44,586,141.6,81.95,69,163.62,77.35,0,0,0,0,0,0,219,122.2,74.73,2416,126.75,80.85
76,123.59,82.93,1,115.7,97.13,0,0,0,0,0,0,0,0,0,1,115.7,97.13,0,0,0,0,0,0,0,0,0,75,123.7,82.75,0,0,0,76,123.59,82.93
393,123.8,83.01,393,123.8,83.01,0,0,0,2,83.5,59.56,92,110.08,77.76,238,124.83,83.56,58,140.36,87.66,3,169.33,89.14,0,0,0,0,0,0,0,0,0,393,123.8,83.01
221,121.92,78.86,216,120.9,79.46,0,0,0,6,90.17,69.97,64,108.8,79.03,119,124.46,79.75,27,140.69,80.45,0,0,0,5,166.1,60.23,0,0,0,0,0,0,221,121.92,78.86
509,125.14,79.53,495,124.71,80.14,0,0,0,1,82.5,76.6,81,110.28,80.39,338,124.55,79.94,75,141.6,80.76,5,158.7,79.16,2,168,60.05,7,118.79,42.03,40,123.33,71.64,469,125.29,80.19
86,125.2,86.55,85,125.1,86.67,0,0,0,1,94.5,80,16,108.66,84.36,51,125.41,87.78,17,141.44,85.65,0,0,0,0,0,0,1,134,77,0,0,0,86,125.2,86.55
856,120.88,79.66,832,121.19,80.12,0,0,0,8,90.85,63.12,228,109.15,79,511,123.76,80.66,85,140.88,80.63,1,157.6,85.2,1,201.2,36,22,103.98,62.84,42,123.66,71.84,814,120.74,80.07
364,120.56,79.97,362,120.34,80.06,0,0,0,7,85.1,71.27,110,108,78.49,203,123.7,81.13,42,142.3,79.55,2,160,67.69,0,0,0,0,0,0,0,0,0,364,120.56,79.97
436,114.02,77.52,430,113.95,77.85,0,0,0,15,91.57,73.84,226,107.57,77.23,173,121.84,78.73,16,139.81,78.74,0,0,0,0,0,0,6,118.67,54.63,66,116.62,73.81,370,113.55,78.2
336,120.34,78.56,332,120.47,78.85,1,74,45,4,93.13,75.29,114,108.25,78.43,175,124.71,78.88,39,140.01,79.89,0,0,0,0,0,0,3,120.33,53.59,10,121.1,71.53,326,120.31,78.78
726,120.03,78.25,721,120.12,78.42,3,65.33,35.78,4,84.88,59.31,229,109.5,77.99,446,123.99,78.86,42,140.2,77.27,1,158.5,69,1,186.5,51,0,0,0,47,124.69,72.08,679,119.71,78.7
1560,115.11,76.8,1493,115.68,77.68,2,74,50,89,87.87,69.98,637,106.91,77.23,660,123.76,78.67,107,141.13,78.34,3,171,76.89,0,0,0,62,100.1,52.84,183,113.11,73.47,1377,115.38,77.23
459,116.29,78.52,450,116.71,78.99,0,0,0,41,89.6,71.9,169,106.1,77.9,188,125.3,80.9,52,141.5,79.1,0,0,0,0,0,0,9,95.6,49.5,0,0,0,459,116.29,78.52
471,120.43,77.57,457,120.01,78.41,6,66.1,28.92,14,89.23,61.94,132,107.37,75.85,251,123.76,79.55,60,139.32,81,3,182.6,59.42,5,186.16,59.05,0,0,0,0,0,0,471,120.43,77.57
769,119.24,78.35,747,119.03,78.96,0,0,0,0,0,0,279,108.38,77.04,422,123.81,79.74,46,139.84,81.59,2,165.25,79.37,0,0,0,20,122.25,56.14,59,112.5,74.27,710,119.8,78.67
1309,114.79,77.76,1257,114.4,78.35,3,60,34.08,46,89.63,67.07,539,106.52,77.72,636,121.35,79.3,36,141.42,80.32,10,161.65,73.76,4,192.25,48.47,35,111.14,65.23,25,115.2,75.15,1284,114.78,77.81
859,118.88,78.29,851,118.82,78.54,0,0,0,14,91.2,73.07,298,108.5,77.51,479,123.3,79.2,60,140.8,78.72,0,0,0,0,0,0,8,125.4,52.52,0,0,0,859,118.88,78.29
1566,116.7,78.12,1557,116.45,78.24,1,74.5,58.6,31,90.65,72.21,686,107.46,77.63,774,123.54,78.88,66,138.75,78.38,8,171.94,63.51,0,0,0,0,0,0,97,114.47,72.52,1469,116.85,78.49
544,132.9,83.85,531,133.1,84.06,1,70.5,31.2,6,90.75,66.32,64,107.68,79.42,235,125.84,82.84,171,143.6,85.43,55,165.71,88.92,0,0,0,12,129,76.62,6,123.17,74.63,538,133.01,83.95
1839,132.07,79,1689,128.68,79.07,0,0,0,9,90.3,63.2,252,108.3,76,822,125.3,79.4,606,142.3,79.8,146,170,79.3,4,180,48,0,0,0,116,126,71.6,1723,132.48,79.48
467,134.34,80.43,440,133.9,81.12,0,0,0,0,0,0,42,111.4,77.27,241,125,81.7,96,142.9,80.62,61,170.4,81.84,3,197.5,43.37,24,134.5,74.59,8,117.1,71.61,459,134.64,80.56
421,127.76,83.17,421,127.76,83.17,0,0,0,0,0,0,51,111.01,81.43,267,125.23,83.12,96,141.43,84.06,7,158.85,82.65,0,0,0,0,0,0,0,0,0,421,127.76,83.17
2103,126.55,80.73,2049,125.47,80.87,1,70,38.8,10,88.84,67.72,359,109.46,79.01,1236,124.62,80.92,444,141.59,82.08,53,169.45,77.14,0,0,0,0,0,0,85,120.52,73.52,2018,126.8,81.02
387,123.06,82.14,387,123.06,82.14,0,0,0,7,90,62.01,135,107.25,75.44,157,125.47,84.79,77,142.6,86.84,11,167.09,85.3,0,0,0,0,0,0,0,0,0,387,123.06,82.14
224,119.17,79.22,220,118.69,79.49,1,72.5,40,4,90.88,78.89,74,107.7,78.31,122,122.82,79.82,20,139.7,81.19,0,0,0,3,170.33,70.97,0,0,0,0,0,0,224,119.17,79.22
1256,123.49,76.66,1185,121.98,77.86,0,0,0,31,90.62,75.83,329,107.3,78.28,637,125.06,77.99,188,142.41,77.14,30,163.56,74.6,16,182.5,49.86,25,109.22,45.41,239,127.77,75.06,1017,122.49,77.05
76,121.64,82.89,2,119.3,96.93,0,0,0,0,0,0,0,0,0,2,119.3,96.93,0,0,0,0,0,0,0,0,0,74,121.7,82.52,0,0,0,76,121.64,82.89
379,124.07,79.54,371,123.65,79.97,0,0,0,4,91.25,64.07,60,109.76,79.69,263,124.69,80.15,44,139.32,80.22,2,178,60.53,0,0,0,6,132.17,63.54,82,124.45,75.73,297,123.97,80.6
1409,126.05,76.78,1330,125.49,77.77,0,0,0,6,90.93,72.41,269,107.42,76.8,742,125.48,78.18,313,141.72,77.62,29,170.46,65.93,1,158.6,60,49,114.09,57.04,328,126.9,73.21,1081,125.79,77.87
1125,119.73,77.59,1109,119.6,77.82,6,68.3,33.87,35,86.7,66.02,321,108.2,77.04,661,124,78.38,92,140.3,79.12,10,164.7,69.87,0,0,0,0,0,0,338,119.4,74.51,787,119.87,78.9
770,116.88,76.46,748,117.15,76.95,0,0,0,29,89.97,71.42,284,106.64,76.7,375,123.54,77.64,60,140.07,75.8,1,159,60,0,0,0,21,105.5,58.22,235,119.34,74.33,535,115.81,77.43
500,121.78,76.29,487,121.8,76.62,0,0,0,5,91,69.11,123,109.97,77.36,312,124.17,76.69,47,140.31,75.17,1,157,74.8,0,0,0,12,117.88,62.87,104,125.38,73.55,396,120.83,77.04
1144,117.9,77.08,1130,117.59,77.52,3,64.33,41.23,32,90.3,69.54,424,108.26,76.65,615,123.25,78.29,59,140.5,78.04,0,0,0,11,164.23,48.44,0,0,0,167,119,73.12,977,117.71,77.76
2128,113.58,75.97,2017,114.87,77.19,6,73.33,53.53,159,88.22,69.96,826,107.11,76.7,916,123.13,78.49,116,141.39,77.1,3,158.5,69.58,0,0,0,102,89.25,46.38,314,115.47,74.08,1814,113.26,76.31
721,114.91,76.62,708,115.62,77.02,0,0,0,81,87,67.1,248,106.8,76.5,301,122.9,78.9,78,145.3,78.3,0,0,0,0,0,0,13,76.1,42.9,140,119.9,75.1,581,113.71,77
687,121.45,77.1,681,121.45,77.24,2,62.1,34.8,15,86.49,60.56,192,108.46,76.79,369,124.21,77.87,105,140.48,77.37,3,163.6,73.06,0,0,0,1,113,37.4,131,121.8,73.15,556,121.36,78.03
954,115.37,76.49,911,115.41,77.31,0,0,0,19,91.47,68.39,468,107.5,75.99,361,122.32,78.92,63,141.84,78.5,8,163.5,70.69,0,0,0,35,103.31,54.86,108,112.2,74.24,846,115.78,76.77
1716,114.4,75.64,1633,114.71,76.44,16,64.06,31.94,81,89.7,64.88,709,106.29,76,736,121.79,77.68,107,140.71,76.81,11,162,74.98,6,180.08,66.85,50,101.92,57.27,252,119.53,73.85,1464,113.51,75.97
1191,118.68,77.72,1176,118.59,77.89,0,0,0,24,89.7,68.21,428,107.6,76.83,636,124,78.38,88,140.8,80.41,2,157,86.7,2,163.8,81.63,11,113,54.76,67,121.3,74.34,1124,118.52,77.92
1944,117.34,77.56,1928,117.22,77.72,6,69.08,43.31,55,89.89,70.4,767,108.24,77.54,998,123.04,78.17,108,141.19,77.4,10,169.45,64.72,0,0,0,0,0,0,248,118.6,73.58,1696,117.16,78.15
723,141,83.16,684,141.18,83.39,0,0,0,2,93,69.48,37,110,81.24,245,126.11,81.87,246,144.14,84.85,154,168.54,83.66,0,0,0,39,137.9,78.87,45,125.51,76.18,678,142.03,83.57
2261,131.6,80.45,2069,128.43,80.57,1,68.2,30,6,86,63,364,108.6,78.2,972,125.6,80.8,727,142.5,81.3,185,165.8,80.6,6,180,50,0,0,0,132,124.6,74.3,2129,132.03,80.81
734,136.66,81.81,701,136.5,82.55,0,0,0,0,0,0,104,108.5,78.42,247,126.9,83.55,239,144.5,83.48,111,166.9,81.66,2,234.2,47.97,31,134,68.52,58,112.4,75.97,676,138.75,82.22
415,124.74,82.5,415,124.74,82.5,0,0,0,3,85.83,44.19,90,109.64,79.54,245,124.95,83.71,73,142.28,82.85,4,161.12,80.14,0,0,0,0,0,0,0,0,0,415,124.74,82.5
2603,129.19,80.79,2506,127.31,81.2,1,71.8,43.8,25,89.3,71.46,392,108.73,79.81,1387,125.67,81.07,702,142.28,82.25,96,178.8,73.27,0,0,0,0,0,0,212,122.86,75.72,2391,129.75,81.22
351,126.62,81.44,351,126.62,81.44,0,0,0,2,92.5,66.48,66,109.45,75.35,207,125.16,82.32,68,143.62,83.22,8,170,86.35,0,0,0,0,0,0,0,0,0,351,126.62,81.44
220,122.13,79.01,216,121.57,79.1,0,0,0,0,0,0,64,109.65,76.16,130,124.4,80.1,22,139.5,80.52,0,0,0,4,152.5,75.46,0,0,0,0,0,0,220,122.13,79.01
1333,122.13,76.05,1268,121.92,76.78,11,70.9,57.68,64,86.64,70.25,358,107.34,78.12,584,125.65,77.21,262,142.13,75.53,28,164.46,70.79,8,186,57.51,18,74.56,41.28,337,131.41,73.99,996,119,76.82
282,122.88,78.13,278,122.6,78.43,0,0,0,2,83.25,55.11,85,109.43,77.21,146,125.1,79.14,45,141.1,78.77,3,165.33,64.26,0,0,0,1,75,36.8,56,108.87,75.18,226,126.36,78.76
1398,121.9,76.64,1357,121.8,77.09,0,0,0,7,92.06,66,397,107.79,75.34,750,124.26,77.42,203,141.14,78.87,9,161.51,68.04,1,178.4,58.4,31,112.94,59.86,376,118.72,73.09,1022,123.07,77.9
923,120.72,76.92,917,120.46,77,0,0,0,17,90.1,73.16,257,108.8,76.2,562,123.8,77.4,81,140.6,77.03,6,161.8,67.97,0,0,0,0,0,0,358,119.7,74.91,565,121.37,78.18
708,114.3,75.9,689,114.87,76.51,0,0,0,9,92.22,73.63,333,106.65,75.44,318,121.88,77.48,29,139.5,77.24,0,0,0,0,0,0,19,93.37,48.54,246,115.85,73.87,462,113.47,77
472,118.93,75.47,465,118.95,75.7,0,0,0,20,88.5,68.73,151,108.33,75.8,253,124.18,76.24,41,140.6,74.66,1,156.5,73,0,0,0,6,111.58,56.71,117,123.26,73.2,355,117.51,76.26
1055,119.61,76.24,1043,119.21,76.67,3,52,12.05,42,87.99,65.72,328,107.96,76.73,579,124.3,77.25,94,141.09,76.37,3,160.5,67.01,6,202.33,44.47,0,0,0,203,122.13,73.13,852,119.01,77
1884,114.96,75.6,1758,114.69,77.22,4,72.25,54.83,137,88.12,69.14,719,106.69,77.12,814,123.45,78.37,88,140.41,76.43,17,174.5,68.5,0,0,0,105,111.52,49.98,223,115.32,73.89,1661,114.92,75.83
719,116.17,76.24,702,116.87,76.7,6,74.3,59.4,49,88.5,68.8,251,107.9,76.6,352,123.7,77.6,50,141.6,76.4,0,0,0,0,0,0,11,94.4,47.4,187,121.3,74.6,532,114.37,76.86
673,119.71,74.77,668,119.98,74.92,4,66.2,31.97,33,87.33,59.97,181,107.52,75.01,378,124.62,75.99,76,140.73,74.09,1,157.8,66.8,0,0,0,0,0,0,183,122.74,72.42,490,118.58,75.67
882,120.44,76.17,864,120.46,76.73,0,0,0,7,92.14,71.42,265,108.94,75.79,511,123.81,77.14,81,139.5,77.15,2,158,72.16,0,0,0,16,114.69,45.06,113,121.46,73.52,769,120.29,76.56
1573,115.51,75.72,1511,115.54,76.31,10,64.85,37.64,82,90.13,68.35,613,106.36,76,707,122.45,77.2,109,141.49,76.48,8,160.75,74.55,3,192.83,45.6,41,112.07,62.66,243,123.36,73.68,1330,114.07,76.12
1028,115.38,76.12,1004,115.29,76.69,0,0,0,58,89.9,68.11,428,106.4,75.67,448,123,77.74,70,141.3,80.04,1,159.5,73,1,164.5,89.8,22,115.2,49.62,103,120.3,73.49,925,114.83,76.43
1856,119.68,76.76,1834,119.17,77.02,3,70.83,42.14,52,88.34,67.29,617,107.79,76.87,983,123.86,77.71,182,141.21,75.87,19,177.13,61.8,0,0,0,0,0,0,198,121.5,73.16,1658,119.47,77.19
609,132.3,82.89,572,132.62,83.62,0,0,0,2,92.5,69.39,66,109.8,79.96,286,125.97,82.91,167,143.67,85.29,51,164.79,85.39,0,0,0,37,127.49,71.04,45,119.06,77.49,564,133.36,83.27
1906,135.87,81.02,1615,130.17,81.18,1,74.8,52,6,86.6,60.9,187,109.1,80.1,797,125.3,81.4,625,143.1,81.3,282,167,81.2,8,197,55,0,0,0,135,125.7,76.5,1771,136.64,81.33
606,133.3,79.64,547,131.98,82.22,0,0,0,4,93,62.18,100,108.5,77.36,214,125.3,82.04,174,144,83.91,55,165.5,84.68,18,187,39.76,41,127.3,69.75,58,111.9,74.97,548,135.57,80.05
389,121.82,82.62,389,121.82,82.62,0,0,0,0,0,0,140,107.37,78.46,184,124.98,83.82,61,142.25,87.21,4,170.37,75.12,0,0,0,0,0,0,0,0,0,389,121.82,82.62
2455,126.8,81.16,2410,126.13,81.24,2,67.2,30.13,26,88.08,72.87,409,108.33,79.63,1388,125.52,81.39,587,141.65,82.02,43,167.2,78.56,0,0,0,0,0,0,220,123.34,77.22,2235,127.14,81.53
356,129.66,82.06,356,129.66,82.06,0,0,0,1,92,65,52,107.94,76.37,184,126.59,81.95,109,142.69,84.35,10,160.8,82.43,0,0,0,0,0,0,0,0,0,356,129.66,82.06
218,126.79,79.18,208,125.03,79.45,0,0,0,0,0,0,48,111.1,77.75,115,124.72,80.73,45,140.66,77.99,0,0,0,10,163.6,74.83,0,0,0,0,0,0,218,126.79,79.18
1299,120.77,75.74,1245,121.08,76.33,4,69.62,54.86,57,87.44,70.55,342,107.33,77.45,649,124.72,76.45,197,142.71,75.56,24,159.18,71.66,0,0,0,26,78.21,41.98,339,128.48,73.79,960,118.05,76.48
74,103.79,94.55,74,103.79,94.55,0,0,0,0,0,0,74,103.79,94.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,103.79,94.55
279,120.25,78.08,273,120.56,78.27,0,0,0,4,90.88,63.93,86,106.22,76,142,124.59,79.48,41,139.59,79.05,1,166,88.6,0,0,0,5,93.9,60.89,56,121.84,74,223,119.85,79.12
1346,121.25,76.14,1287,120.94,76.68,0,0,0,6,92.13,71.62,377,109.08,75.03,773,123.5,77.29,131,141.27,77.39,16,167.34,68.37,0,0,0,43,113.48,62.92,403,119.97,72.82,943,121.8,77.53
1028,127.67,75.37,996,126.81,75.97,4,67.4,35.25,11,89.7,64.28,188,107.5,76.36,513,125.6,76.93,284,143.2,74.54,28,166.9,61.59,0,0,0,0,0,0,448,126.3,73.59,580,128.72,76.73
817,116.58,75,809,116.47,75.18,0,0,0,19,90.61,70.46,345,106.5,75.06,398,123.61,75.61,47,139.65,73.86,1,168,48.6,0,0,0,7,121.79,59.88,292,118.83,73.35,525,115.33,75.94
473,114.85,75.67,468,115.09,75.88,1,74,25.2,10,91.5,68.42,241,107.59,75.69,200,123.21,76.25,17,139.71,77.08,0,0,0,0,0,0,4,97.5,55.99,107,116.33,73.28,366,114.42,76.38
1113,116.27,75.74,1102,116.18,76,5,66.7,40.29,28,87.41,61.93,503,107.9,75.74,513,123.17,76.79,58,140.11,75.91,1,156,63,5,177.7,53.42,0,0,0,271,116.53,72.69,842,116.19,76.73
1853,114.53,75.05,1767,115.05,75.86,8,71.25,48.86,125,88.35,69.23,774,106.18,75.36,724,123.97,77.41,144,141.04,74.66,10,167.35,73.89,0,0,0,68,98.49,53,254,116.94,72.59,1599,114.15,75.45
677,113.96,76.91,663,114.5,77.34,0,0,0,68,87.7,68.8,261,108,77.2,302,123.2,78.8,32,142.4,77.4,0,0,0,0,0,0,14,88.2,50.7,120,121.4,75.3,557,112.35,77.28
657,118.24,75.88,654,118.21,75.92,1,61,20,31,88.66,60.14,218,107.69,75.75,355,124.07,76.96,50,140.76,76.15,2,158.8,76.39,0,0,0,0,0,0,135,115.85,73.28,522,118.86,76.53
850,120.95,76.72,837,120.78,77.04,0,0,0,2,94,71.9,270,108.51,76.49,478,123.99,77.41,87,141.8,76.63,1,160,83.2,0,0,0,12,130.17,55.81,119,122.05,73.92,731,120.78,77.19
1540,116.82,76.44,1482,116.66,76.97,7,66.93,37.22,52,89.87,69.98,573,106.16,76.65,728,122.47,77.56,129,141.27,76.96,4,156.13,75.6,6,200.83,52.96,41,115,67.14,216,122.72,74.43,1324,115.85,76.79
1027,119.49,76.45,995,119.35,77.03,2,74,47.28,21,86,61.96,321,108.4,76.38,565,123.5,77.74,88,140.6,77.06,2,156.5,74.81,5,164.1,77.11,23,116.8,52.17,97,120.5,73.25,930,119.39,76.78
1843,116.76,76.58,1826,116.72,76.77,9,68.61,45.31,44,90.89,68.44,802,107.56,76.53,871,123.39,77.46,109,141.17,75.49,8,180.06,61.75,0,0,0,0,0,0,267,120.02,73.1,1576,116.2,77.19
584,134.31,81.87,560,133.7,82.41,0,0,0,4,92.25,71.48,103,106.97,79.23,211,125.62,82.54,153,144.25,83.75,89,167.54,82.83,0,0,0,24,148.5,70.51,42,117.73,77.46,542,135.6,82.17
1861,133.22,81,1634,128.2,81.4,0,0,0,9,90.3,66,294,109,79.9,755,124.6,81.7,576,143.3,81.8,211,167.6,81.3,16,192.9,50,0,0,0,124,121.3,76.7,1737,134.07,81.28
616,131.32,80.8,580,130.72,81.72,0,0,0,2,91.2,67.72,81,108.7,78.53,297,125.5,80.99,162,143.4,83.29,38,166.5,85.1,3,214.6,45.71,33,134.3,70.21,63,123.3,75.31,553,132.24,81.39
390,128.32,83.37,390,128.32,83.37,0,0,0,1,94.5,72.8,61,109.79,81.59,219,125.29,83.63,95,142.77,84.18,14,160.89,81.07,0,0,0,0,0,0,0,0,0,390,128.32,83.37
1657,125.73,82.45,1616,124.61,82.58,0,0,0,14,89.64,76.14,342,108.96,80.86,938,124.97,82.69,322,141.71,83.87,41,169.79,78.66,0,0,0,0,0,0,157,118.95,78.53,1500,126.44,82.83
375,128.57,82.73,375,128.57,82.73,0,0,0,0,0,0,89,107.88,75.68,156,125.52,83.34,108,143.13,85.83,22,162.45,84.96,0,0,0,0,0,0,0,0,0,375,128.57,82.73
227,119.92,79.89,227,119.92,79.89,0,0,0,2,93.25,59.49,75,109.35,77.72,129,123.29,80.91,21,139.55,81.77,0,0,0,0,0,0,0,0,0,0,0,0,227,119.92,79.89
1273,121.25,76.06,1211,121.66,76.95,12,69.25,55.26,43,86.68,69.78,337,108.41,77.63,633,124.51,77.5,198,142.67,75.49,18,163.77,69.38,6,162.66,55.34,26,87.42,43.67,316,130.29,74.18,957,118.27,76.75
277,119.51,77.23,270,119.22,77.74,0,0,0,2,93.5,63.34,93,108.08,76.88,152,123.1,78.28,23,140.83,78.09,1,172,72.6,0,0,0,6,123.83,56.15,69,118.27,74.62,208,119.92,78.08
1400,122.34,76.64,1360,121.99,77.01,0,0,0,18,89.94,66.13,394,107.75,75.57,725,124.38,77.76,223,141.97,77.35,14,163.01,72.49,2,177.7,49.79,24,113.64,61.34,350,120.59,73.17,1050,122.92,77.78
898,125.93,75.22,872,124.54,75.92,1,73,29.79,10,88.7,66.78,170,109.3,76.1,537,125.1,76.15,155,141.6,75.41,25,176.7,58.83,0,0,0,0,0,0,403,124.8,74.41,495,126.85,75.87
677,118.31,76.37,663,118.21,76.65,0,0,0,24,91.04,70.69,207,106.53,77.71,376,123.11,76.92,56,140.13,73.78,4,162.88,63.57,0,0,0,10,107.05,63.69,198,121.56,74.43,479,116.97,77.21
461,119.35,75.89,447,119.4,76.55,1,72,12.19,6,90,71.82,166,107.92,76.67,227,124.05,76.96,48,140.78,74.89,0,0,0,1,161.5,65,12,117.79,55.46,105,123.38,73.82,356,118.16,76.53
1028,119.12,76.37,1020,119.1,76.64,2,73.25,43.91,28,90.21,67.55,358,108.2,76.1,541,124.12,77.43,93,140.55,75.9,2,158.5,60.81,4,128,32.37,0,0,0,199,122.55,72.61,829,118.3,77.31
1948,113.97,76.03,1851,114.23,76.91,9,71.72,51.89,190,86.7,69.07,752,106.7,76.68,786,123.7,78.67,123,142.26,75.61,22,167.52,69.7,0,0,0,66,94.56,52.17,240,115.7,73.26,1708,113.72,76.42
636,111.62,77.11,609,113.21,77.98,11,73.7,55.5,83,87.4,66.1,229,106.8,78.4,268,123.7,80.2,29,140.8,78.6,0,0,0,0,0,0,16,77.2,42.8,100,119.3,75.2,536,110.19,77.5
695,121.3,76.21,688,120.86,76.28,0,0,0,7,92.46,70.62,199,108.77,75.6,417,124.15,76.81,65,139.87,75.27,7,164.17,71.57,0,0,0,0,0,0,135,121.95,73.46,560,121.14,76.88
848,123.62,77.06,818,122.79,77.69,0,0,0,4,90.88,69.89,230,108.66,77.01,461,124.94,78.1,123,142.18,77.47,10,170.05,75.66,0,0,0,20,134.6,54.47,75,123.2,74.64,773,123.67,77.29
1528,115.99,76.22,1463,115.98,76.83,5,63.4,34.02,43,89.16,65.61,607,106.45,76.49,704,121.86,77.67,109,141.63,76.33,3,164.17,72.29,5,188.9,52.87,52,111.48,64.9,260,121.41,74.74,1268,114.87,76.54
1020,117.74,76.84,999,117.36,77.46,0,0,0,34,91.2,72.6,430,107.3,76.85,438,124.1,78.29,97,140.7,77.28,1,159.5,73,0,0,0,20,134.5,50.37,91,119.9,74.75,929,117.53,77.05
1917,118.54,76.87,1904,118.28,76.96,1,68,35.4,43,89.88,70.33,711,107.38,76.72,997,123.74,77.39,153,141.31,76.51,12,164.79,68.27,0,0,0,0,0,0,225,118.41,73.48,1692,118.56,77.32
585,136.19,81,552,136.76,81.44,0,0,0,1,93,70.2,49,110.63,80.84,220,126.39,81.41,217,143.52,81.79,65,169.7,80.92,0,0,0,33,126.53,73.03,51,125.06,76.68,534,137.25,81.38
1841,131.23,82.02,1675,127.73,82.15,0,0,0,15,91,74.5,284,107.7,80.3,824,125,82,552,143.1,83.2,162,166.2,82,4,180.2,45,0,0,0,98,122.2,76.8,1743,131.73,82.3
609,138.2,79.91,543,136.23,82.8,0,0,0,0,0,0,48,107.4,79.24,216,126.6,82.59,220,143.9,82.84,59,166.3,85.13,24,202,45.14,42,127.2,71.47,43,120.8,75.49,566,139.52,80.2
416,127.84,83.05,415,127.98,83.13,1,70,24.2,1,88.5,53,47,109.93,80.33,265,125.26,83.12,94,142.11,84.47,8,163.12,82.83,0,0,0,0,0,0,0,0,0,416,127.84,83.05
2203,128.13,82.43,2140,126.87,82.68,2,68,38.59,32,88.16,73.38,340,108.57,80.84,1180,125.65,82.76,588,142.02,83.67,61,174.07,76.45,0,0,0,0,0,0,186,123.1,77.98,2017,128.59,82.82
1314,121.32,76.83,1259,120.32,77.43,0,0,0,65,88.66,72.61,376,107.49,77.63,628,124.46,77.92,190,142.88,76.73,31,160.45,72,10,160.85,61.06,14,96.43,46.01,351,127.79,74.58,963,118.97,77.71
75,122.95,83.28,1,115.2,91.72,0,0,0,0,0,0,0,0,0,1,115.2,91.72,0,0,0,0,0,0,0,0,0,74,123.05,83.17,0,0,0,75,122.95,83.28
302,127.51,78.61,296,127,78.93,0,0,0,0,0,0,49,108.49,76.25,164,125.54,79.51,83,140.83,79.14,3,166.17,70.03,0,0,0,3,138.83,60.08,83,124.98,74.49,219,128.47,80.14
1542,123.95,77.44,1460,123.88,78.15,0,0,0,6,91.87,72.68,330,109.04,77.58,847,124.33,78.4,277,140.89,78.08,16,161.39,69.15,1,180.2,40,65,115.48,63.96,379,124.99,74.06,1163,123.62,78.55
1088,123.22,76.95,1069,122.52,77.24,1,65,45.4,30,91.7,73.55,273,107.1,76.04,571,124.8,77.74,195,142.2,77.6,18,167.8,64.98,0,0,0,0,0,0,403,119.7,75.03,685,125.29,78.03
782,117.94,76.95,757,117.94,77.5,1,74,40,27,89.78,68.35,249,108.22,77.6,443,123.29,78.05,38,139.21,75.58,0,0,0,0,0,0,24,119.71,60.55,237,120.2,75.13,545,116.95,77.76
489,116.93,77.17,468,117.34,77.51,3,68.67,36.22,6,91.75,75.24,212,108.51,76.87,218,123.36,78.12,32,139.61,77.45,0,0,0,0,0,0,18,114.33,72.07,82,120.37,74.37,407,116.24,77.75
